,author,dish,type,inglst,time_prep,time_cook,tags,ingredients,servings,rating_star,rating_num,meta_description
29,Sara Bir,Instant Pot Chicken Wing Ramen,chicken,"['wings', 'rice', 'wine', 'eggs', 'egg', 'noodles', 'packages', 'ramen', 'packets', 'scallions']",15,60,"['family-friendly', 'instant pot', 'chicken wing', 'ramen']","1 to 1-1/2 pounds (about 4 to 6 cups) leftover cooked chicken wings,4 cups low-sodium chicken stock,1 cup water,2 tablespoons soy sauce,2 tablespoons mirin rice wine vinegar,1/2 teaspoon sugar,2 to 4 large eggs,One 7.1-ounce package fresh egg noodles, or 2 packages instant ramen, seasoning packets discarded,2 scallions, thinly sliced",3 to 4 servings,5,1.0,"Got wings left over from a night out, game day party, or midnight snack? Make luscious, chicken wing ramen with a perfect jammy egg—all in your Instant Pot!"
30,Katie Morford,Winter Chicken Salad with Tangy Miso Dressing,chicken,"['boneless', 'skinless', 'chicken', 'arugula', 'watercress', 'bulb', 'fennel', 'mandarins', 'wheels', 'avocado', 'miso', 'apple', 'cider', 'honey', 'scallions', 'parts']",25,16,"['cooking for two', 'healthy in a hurry', 'salad', 'healthy', 'chicken', 'miso']","1 pound boneless skinless chicken breasts,Kosher salt,Freshly ground black pepper,1 head butter lettuce, washed and dried,1 large handful arugula or watercress, washed and dried,1 small or 1/2 large bulb fennel, very thinly sliced,3 seedless mandarins, peeled, cut into wheels, and pulled into pieces,1 small avocado, diced,1/4 cup plus 2 teaspoons extra-virgin olive oil,1 tablespoon white miso paste,1 tablespoon plus 2 teaspoons apple cider vinegar,1 teaspoon honey,2 scallions, white and light green parts only, finely chopped,1/2 teaspoon ground cumin",2 as a main or 4 as a side,,,"This Chopped Chicken Salad is easy to put together and filling enough to eat for dinner! Made with fennel, mandarin oranges, avocado, and a flavorful miso dressing, it's perfect for winter but also endlessly adaptable to the seasons."
31,Prerna Singh,Indian Chicken Biryani,chicken,"['chilis', 'serrano', 'cayenne', 'milk', 'yogurt', 'bone', 'chicken', 'drumsticks', 'thighs', 'onion', 'onion', 'grain', 'rice', 'cardamom', 'pods', 'cardamom', 'pods', 'peppercorns', 'milk', 'onion', 'onion', 'milk', 'yogurt', 'garam', 'masala', 'pomegranate', 'arils']",60,60,"['chicken', 'rice']","2 teaspoons ,, divided,1 teaspoon turmeric powder,2 to 3 whole chilis, sliced (jalapeno, serrano or cayenne),1/4 cup plain whole milk yogurt,1 teaspoon olive oil,1 1/2 pounds bone-in chicken pieces (drumsticks or whole thighs),1 tablespoon ghee (clarified butter) or unsalted butter,1/3 cup finely chopped red onion (about 1/4 of a large onion),2 cups long grain basmati rice,3 to 4 whole black cardamom pods,3 to 4 whole green cardamom pods,2-inch cinnamon stick,1 teaspoon whole peppercorns,1 to 2 bay leaves,Salt to taste,1/2 teaspoon ,1/3 cup milk, cold or room temperature,1 cup cooking oil,1 cup thinly sliced red onion (about 3/4 of a large onion),1 teaspoon ghee (clarified butter) or unsalted butter,1/4 cup cilantro, coarsely chopped,1/4 cup mint, coarsely chopped,1/4 cup whole milk plain yogurt,1 1/2 teaspoons garam masala,2 to 3 tablespoons pomegranate arils (seeds)",4 to 6 servings,5,2.0,"Have you ever tried making Indian biryani at home? There's something magical that happens when you combine chicken, rice, a number of spices and you infuse it with cardamom pods, saffron, and top the whole thing with fried onions. "
32,Sally Vargas,Sheet Pan Chicken Fajitas with Peppers and Onions,chicken,"['juice', 'limes', 'orange', 'juice', 'orange', 'juice', 'jar', 'ancho', 'chili', 'chili', 'blend', 'onion', 'bell', 'peppers', 'skinless', 'boneless', 'breast', 'halves', 'corn', 'tortillas']",15,30,"['family-friendly', 'sheet pan dinner', 'healthy', 'chicken', 'fajitas']","1/4 cup freshly squeezed lime juice (from 1 to 2 limes),1/4 cup freshly squeezed orange juice (from 1 small orange),2 tablespoons pickling juice, from a jar of pickled jalapeños (optional),1 tablespoon ancho chili powder (or chili powder blend),2 teaspoons dried oregano,1 teaspoon ground cumin,3/4 teaspoon salt,3 tablespoons olive oil,1 large red or yellow onion, cut into 1/4-inch thick slices,2 large sweet bell peppers (red, yellow or green, or a combination), cut into 1/4-inch thick slices,2 skinless, boneless chicken breast halves (about 1 1/4 pounds), cut into 1-inch strips,8 to 12 corn tortillas,1 avocado, sliced,Handful of fresh cilantro leaves,1 lime, quartered,Cooked , and/or ",4 servings,5,3.0,Chicken fajitas are made even simpler and easier with this sheet pan recipe! A quick marinade makes the chicken tasty and tender. Serve it right from the pan for an easy Tex-Mex family favorite. 
33,Nick Evans,Skillet Chicken and Rice,chicken,"['boneless', 'skinless', 'breast', 'onion', 'rice', 'sweet', 'peas']",10,35,"['eat your food', 'family-friendly', '1-pot', 'chicken', 'rice']","1 pound boneless skinless chicken breast, cut into slices 1/2-inch thick and 2-3 inches long,2 tablespoons olive oil,1/4 teaspoon salt,1/4 teaspoon black pepper,1 small yellow onion, diced,2 cloves garlic, minced,1 teaspoon dried oregano,1 teaspoon dried basil,1 1/2 cups long-grain white rice, rinsed well,3-4 cups chicken stock,1 cup frozen sweet peas,Fresh parsley, garnish",Serves 4-6,5,6.0,"This Skillet Chicken and Rice is a classic one-pot meal, perfect for a weeknight and totally kid-friendly. Serve it on its own or with a salad, and dinner is done!"
34,Summer Miller,Southwest Skillet Chicken with Beans and Corn,chicken,"['boneless', 'skinless', 'chicken', 'tenders', 'chicken', 'breasts', 'coriander', 'limes', 'juice', 'lime', 'pepper', 'onion', 'corn', 'beans']",15,20,"['1-pot', 'freezer-friendly', 'chicken']","1 1/2 pounds boneless skinless chicken tenders, tenderloin, or thinly sliced chicken breasts,1 1/4 teaspoon kosher salt,1 teaspoon ground cumin,3/4 teaspoon chili powder,1/2 teaspoon freshly ground black pepper,1/2 tablespoon granulated sugar,1/2 teaspoon ground coriander,1/2 teaspoon smoked paprika,Zest from 2 limes,1 1/2 tablespoons lime juice, from about half a lime,2 cloves garlic, minced,2 tablespoons vegetable oil,2 teaspoons vegetable oil,1 medium green pepper,1 medium red pepper,1/2 medium yellow onion,1 cup frozen corn,1 (15 oz) can black beans, drained and rinsed,Cilantro for garnish (optional), or ,, to serve",4 to 6 servings,5,3.0,"Need something quick and delicious for dinner? This Southwest Skillet Chicken is easy, freezer-friendly, and ready in 35 minutes. Make it with beans, corn, and bell peppers!"
35,Sally Vargas,Classic Corned Beef and Cabbage,beef,"['beef', 'brisket', 'coriander', 'peppercorns', 'onion', 'yukon', 'gold', 'potatoes', 'cabbage', 'outer', 'slender', 'carrots', 'grainy', 'milk', 'juice', 'brine']",10,240,"[""st. patrick's day"", 'corned beef']","1 flat-cut corned beef brisket (about 4 pounds),1/4 teaspoon mustard seed,1/4 teaspoon coriander seed,1/8 teaspoon whole cloves,1/8 teaspoon whole peppercorns,2 to 3 bay leaves,1 large onion, peeled and quartered,6 Yukon gold potatoes (about 1 pound), halved, or quartered, if large,1 small head of cabbage (about 1 3/4 pounds), outer tough leaves removed and cut into 6 wedges,12 slender carrots (about 1 pound), peeled and left whole,2 teaspoons kosher salt,2 tablespoons chopped fresh parsley (for garnish),Dijon or grainy mustard (for serving),1 cup sour cream,3 tablespoons whole milk,1 tablespoon lemon juice, or more, to taste,1 tablespoon prepared horseradish in brine, or more, to taste,1/2 teaspoon Dijon mustard,1/4 teaspoon salt,1/8 teaspoon ground black pepper,1/4 cup chopped fresh parsley",6 servings,,,"This tender, fall-apart corned beef will make your St. Patrick’s Day dinner the talk of the town! Serve it with cabbage, potatoes, and carrots to make your holiday dinner complete. "
36,Carrie Havranek,Loaded Sheet Pan Nachos,beef,"['onion', 'beef', 'mix', 'chili', 'coriander', 'morton', 'tortilla', 'chips', 'pepper', 'beans', 'corn', 'olives', 'cheddar', 'cheese', 'blend', 'avocado', 'scallions', 'ends', 'tomato', 'pepper', 'juice', 'lime']",10,7,"['super bowl', 'quick and easy', 'sheet pan dinner']","1 tablespoon olive oil,1 medium onion (about 1 cup), chopped,1 pound ground beef (80-20 mix),1 teaspoon chili powder,1 teaspoon coriander,1/2 teaspoon dried oregano,3/4 teaspoon Morton kosher salt (maybe more),1 (16-ounce) bag tortilla chips, preferably thick and sturdy,1 bell pepper, cored, halved and chopped (about 1 cup),1 (15-ounce) can black beans, rinsed and drained,1 cup frozen corn,1 (2.25-ounce) can sliced black olives, about 1/4 cup,1 to 1 1/2 cups grated cheddar cheese or shredded Mexican cheese blend,1 avocado, cubed,2 scallions, green ends sliced thinly,1 plum tomato, diced,1/2 cup cilantro, chopped,1 jalapeño pepper, seeded and thinly sliced,1/3 cup sour cream,1 cup sour cream,Juice of one lime,1/3 cup cilantro,Pinch of salt","4 generously as a main, 6 to 8 as appetizer or snack",,,"Whether we're talking a casual movie night with the family or Super Bowl Sunday, these Loaded Sheet Pan Nachos are ready to party! They come together quickly and easily, and are so much fun to each straight from the pan."
37,Coco Morante,Instant Pot Corned Beef and Cabbage,beef,"['beef', 'brisket', 'waxy', 'potatoes', 'carrots', 'cabbage', 'optional']",20,95,"[""st. patrick's day"", 'instant pot', 'corned beef']","1 corned beef brisket (up to 4 pounds),1 pound yellow waxy potatoes, cut into 1 1/2 inch pieces,1 pound carrots, peeled and cut into 2-inch lengths,1 small (1 1/2 pounds or less) green cabbage, cut into 2-inch thick wedges,1 tablespoon salted butter or margarine (optional),1 1/2 teaspoons chopped parsley (optional),1/2 teaspoon salt (optional)",4 to 6 Servings,5,1.0,"Corned beef and cabbage is a classic St. Patrick’s Day meal. Make it even easier by cooking the corned beef, cabbage, carrots, and potatoes in the Instant Pot or pressure cooker. "
38,Sally Vargas,Steak Noodle Bowls with Miso-Lime Dressing,beef,"['lime', 'juice', 'miso', 'dark', 'pepper', 'rice', 'noodles', 'peas', 'spinach', 'cucumbers', 'torn']",10,15,"['dinner', 'salad', 'healthy', 'flank steak', 'vegetables']","1 (2-inch) piece of fresh ginger, peeled and thinly sliced,1/2 clove garlic, thinly sliced,1/4 cup lime juice,2 tablespoons water,1 tablespoon red, white, or yellow miso,1 tablespoon low-sodium soy sauce,2 teaspoons dark brown sugar,1/3 cup olive oil,1/2 teaspoon toasted sesame oil,1 pound flank steak,1/4 teaspoon salt,1/8 teaspoon pepper,1 tablespoon olive oil,8 ounces wide rice noodles,8 ounces sugar snap peas,3 cups packed (4 ounces) baby spinach,2 Persian cucumbers,1/2 cup packed mint leaves, torn or snipped, plus more for garnish,1/2 cup packed cilantro leaves, torn or snipped, plus more for garnish,sesame seeds, for garnish",4 Servings,,,"Looking for a quick, healthy, and satisfying weeknight dinner or workday lunch? These steak noodle bowls are bursting with crunchy sugar snap peas and cucumbers then finished with a zippy miso-lime dressing. All this goodness in under 30 minutes. "
39,Summer Miller,Reuben Casserole,beef,"['bread', 'cheese', 'pastrami', 'beef', 'deli', 'homemade', 'cheese', 'sauerkraut', 'dish']",30,45,"['casserole', 'comfort food', 'freezer-friendly', 'make-ahead']","8 slices (9 ounces) seeded sliced rye bread,8 ounces cream cheese, room temperature,1 1/2 pounds sliced pastrami or corned beef (from the deli or homemade),8 ounces sliced Swiss cheese,22 ounces (2 3/4 cups) sauerkraut, drained,1 1/2 cups ,2 teaspoons caraway seeds,1/2 teaspoon kosher salt,Butter for the baking dish",Serves 6-8,,,"Reuben casserole is a great way to use up leftover corned beef or to make a quick weeknight meal using pastrami from the deli. It has all the flavor of a Reuben sandwich, but very little hands-on time. Just mix it together, and pop it in the oven!"
40,Sally Vargas,Greek Meatloaf with Spinach and Feta,beef,"['spray', 'pan', 'baby', 'spinach', 'eggs', 'cinnamon', 'coriander', 'beef', 'block', 'feta', 'pomegranate', 'molasses']",15,60,"['feta', 'meatloaf', 'spinach']","Vegetable oil spray (for the pan),1 tablespoon olive oil,2 cloves garlic, finely chopped,5 packed cups (5 ounces) baby spinach leaves,2 large eggs,1 cup panko breadcrumbs,3/4 teaspoon ground cinnamon,3/4 teaspoon ground coriander,Finely grated zest of 1 lemon,1 teaspoon kosher salt,1/4 teaspoon black pepper,1/2 cup chopped parsley,2 pounds ground beef,1/4 pound block of feta, cut into 1/2-inch cubes,2 tablespoons pomegranate molasses,2 tablespoons ketchup,2 tablespoons chopped pistachios (for garnish),2 tablespoons chopped parsley (for garnish)",6 servings ,5,3.0,"Tangy, garlicky, and savory—this Greek meatloaf gets flavor boosts from spinach, feta and pomegranate molasses, a common ingredient in Mediterranean food. "
41,Sally Vargas,Mozzarella-Stuffed Meatballs in Tomato Sauce,beef,"['milk', 'bread', 'crusts', 'beef', 'pork', 'egg', 'moisture', 'mozzarella', 'tomatoes', 'marzano', 'mozzarella', 'parmesan']",20,20,"['dinner', 'meatballs']","1/3 cup whole, 2% or low-fat milk,1 1/2 slices white bread, crusts removed and torn into pieces,3/4 teaspoon salt,1/8 teaspoon freshly ground black pepper,3/4 pound ground beef,3/4 pound ground pork,3/4 cup finely grated Parmesan,1 large egg, beaten in a bowl,2 to 3 ounces fresh or low-moisture mozzarella, cut into 16 (1-inch) pieces,2 tablespoons olive oil,2 (28-ounce) cans whole tomatoes, preferably San Marzano,2 tablespoons olive oil,2 cloves garlic, thinly sliced,1/2 teaspoon salt,1/8 teaspoon freshly ground black pepper,Pinch of sugar (optional),6 to 7 basil leaves, torn into pieces, plus more for serving,1/2 cup shredded mozzarella,1/2 cup shredded Parmesan","16 meatballs, serves 4",5,1.0,"Pork and beef meatballs stuffed with melty, gooey mozzarella, swimming in a rich tomato sauce makes for a filling weeknight meal! The best part? This recipe is on the table in 40 minutes. "
42,Summer Miller,Slow Cooker Pot Roast,beef,"['beef', 'chuck', 'arm', 'rump', 'roast', 'onion', 'wine', 'beef', 'cremini', 'mushrooms', 'carrots', 'baby', 'potatoes', 'cornstarch']",25,480,"['family-friendly', 'comfort food', 'slow cooker', 'pot roast']","2 teaspoons kosher salt,2 teaspoons fresh cracked pepper,2 teaspoons garlic powder,3 pounds beef chuck arm or rump roast,1 tablespoon canola oil,5 sprigs fresh thyme,1 large onion, quartered, peeled,1 bay leaf,3/4 cup red wine,3 tablespoons Worcestershire sauce,2 cups beef stock,3 large cloves garlic, smashed,8 ounces cremini mushrooms, halved,6 carrots, peeled and halved,1 1/2 pounds baby potatoes, halved,2 tablespoons cornstarch",6 servings,5,2.0,"Pot Roast with gravy is comfort food at its finest. Put it in a slow cooker to make all of your chilly winter dreams come true. Carrots, potatoes, and mushrooms cook low and slow along with the roast while you’re at work. Dinner is ready when you are!"
43,Nick Evans,Stovetop Double-Stack Cheeseburgers,beef,"['mayonnaise', 'pickle', 'beef', 'cheese', 'hamburger', 'tomato', 'onion']",10,15,"['family-friendly', 'quick and easy', 'burger']","1/2 cup mayonnaise,2 tablespoons ketchup,1 tablespoon pickle relish,20 to 24 ounces ground beef (90/10),1 teaspoon salt,1 teaspoon black pepper,1/4 teaspoon garlic powder (optional),2 teaspoons olive oil,4 to 8 slices American cheese,4 hamburger buns,Fresh lettuce,Tomato slices,Red onion slices",4 double cheeseburgers,5,5.0,"Want a great burger cooked on the stovetop? These double-stacked cheeseburgers are what your cravings desire: thin, tender patties, melty cheese, and a generous amount of secret sauce. Don't forget a napkin!"
44,Katie Morford,Healthy Shepherd’s Pie,beef,"['russet', 'potatoes', 'florets', 'milk', 'cheddar', 'onion', 'carrots', 'celery', 'stalk', 'beef', 'peas', 'wine', 'substitute', 'chicken', 'chicken', 'broth']",45,25,"['casserole', 'freezer-friendly', 'make-ahead', 'healthy']","1 1/2 pounds russet potatoes, peeled and cut into 1-inch pieces,1 teaspoon kosher salt, plus more for salting the cooking water,8 ounces cauliflower florets (2 heaping cups),2 tablespoons extra-virgin olive oil,1/2 cup low-fat milk,Freshly ground black pepper,1/2 cup shredded sharp or extra-sharp cheddar cheese (2 ounces),1 tablespoon extra-virgin olive oil,1 large onion, diced,2 large carrots, diced,1 large celery stalk, diced,2 large cloves garlic, minced,1 1/2 teaspoons fresh thyme (or 1/2 teaspoon dried),1 pound extra-lean ground beef,1 1/2 teaspoons kosher salt, plus more if needed,Freshly ground black pepper,1 cup fresh or frozen English peas,3 tablespoons tomato paste,1/2 cup red wine (substitute chicken broth, if desired),1/2 cup low-sodium chicken broth,1 tablespoon Worcestershire sauce",6 servings,5,2.0,"This Healthy Shepherd's Pie calls for olive oil instead of butter, extra-lean ground beef, lots of vegetables, and a cauliflower-potato mash topping for a lighter take on the classic that's still FULL of flavor!"
45,Aaron Hutcherson,Spicy Thai Soup with Shrimp,seafood,"['shrimp', 'stalks', 'recipe', 'bird', 'eye', 'chiles', 'button', 'mushrooms', 'fish', 'lime']",15,15,"['soup', '1-pot', 'thai', 'shrimp']","1/2 pound shrimp, peeled and deveined,2 stalks lemongrass (see Recipe Note),6 cups water or ,4 cloves garlic, minced,2 Thai (bird's eye) chiles, sliced, or more to taste,1 lime, zested and juiced,1 cup sliced button mushrooms,1 teaspoon grated ginger,1 teaspoon sugar,2 teaspoons soy or fish sauce, or more to taste,Cilantro leaves,Lime wedges",4 servings (about 6 cups),,,"Let the spicy flavors of Thailand tempt your taste buds! Tom Yum Soup is a quick, easy, and healthy weeknight recipe. This version is made with shrimp, but feel free to add the seafood of your choice."
